"subjects" "activities" "tbodyAccMeanX" "tbodyAccMeanY" "tbodyAccMeanZ" "tbodyAccStdX" "tbodyAccStdY" "tbodyAccStdZ"
5 "upstairs" 0.268459469914894 -0.0325269755153191 -0.107471453914894 -0.0457237779851064 0.185022459476596 -0.308938978787234
5 "walking" 0.27784234625 -0.0172850317482679 -0.107741776464286 -0.294098534232143 0.0767484028053571 -0.45702143625
6 "downstairs" 0.277045258145833 -0.019536840063125 -0.107209356208333 0.383681639791667 0.360164958768542 -0.320204232520417
6 "laying" 0.248656520140351 -0.0102529170561404 -0.133119570368421 -0.934049422052632 -0.924644826385965 -0.925216100350877
6 "sitting" 0.276778487454545 -0.0145911615290909 -0.110127728709091 -0.980164933636364 -0.923682131090909 -0.925797097090909
6 "standing" 0.280346248596491 -0.0181236327175439 -0.112172831947368 -0.981758159649123 -0.921493191754386 -0.925692371929825
6 "upstairs" 0.268229355098039 -0.0272425385070588 -0.122082438784314 -0.0501350188513725 0.189276117327451 -0.353519514896078
6 "walking" 0.283658868070175 -0.0168954189082456 -0.110303165877193 -0.296538717368421 0.164213884996491 -0.504324207192982
7 "downstairs" 0.28030708 -0.0166332372978723 -0.096938308587234 0.0660815600978723 -0.138179072734043 -0.0636402447755319
7 "laying" 0.250176694038462 -0.0204411516884615 -0.101361036576923 -0.93651361 -0.926262668653846 -0.952978365961539
7 "sitting" 0.284674637291667 -0.01461097580375 -0.122464597625 -0.972668374583333 -0.909454698541667 -0.8565329414375
7 "standing" 0.282723539433962 -0.0145740341037736 -0.0997778303207547 -0.979307570377358 -0.923400921886792 -0.917064168490566
7 "upstairs" 0.248706923078431 -0.0275639005607843 -0.143769688803922 -0.29487297445098 -0.32616002254902 -0.145665025639216
7 "walking" 0.275592961754386 -0.018653665345614 -0.110912234947368 -0.327243240701754 -0.0772618561052631 0.159631283261403
8 "downstairs" 0.283484089210526 -0.0211058674973684 -0.107598135394737 0.0241393473736842 0.343826273105263 0.1337170395
8 "laying" 0.261254282907407 -0.0212281733881481 -0.102245365611111 -0.94304121537037 -0.93489116 -0.932491454407407
8 "sitting" 0.267491472934783 -0.00672550621304348 -0.104461049130435 -0.979026152391304 -0.927331997021739 -0.939553030217391
8 "standing" 0.279620986111111 -0.0148113067148148 -0.106114996837037 -0.988815418148148 -0.938479429074074 -0.926065255185185
8 "upstairs" 0.258880152048781 -0.0282415136341463 -0.11512211995122 -0.171712174634146 0.348768733170732 0.121187278790244
8 "walking" 0.27468631 -0.0186628865310417 -0.107252090833333 -0.173605736002083 0.380782052708333 -0.1420885318125
9 "downstairs" 0.295923445 -0.0203994269075476 -0.0910278793952381 0.213392270547619 -0.208310705504762 -0.00771530035714285
9 "laying" 0.2591955368 -0.020526821662 -0.10754972144 -0.94233309 -0.9162927764 -0.9407072854
9 "sitting" 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268
9 "standing" 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.975741252444444 -0.938635759333333 -0.919295805777778
9 "upstairs" 0.262436475714286 -0.0195101099975714 -0.125219003959184 -0.36144437755102 -0.302206203816327 -0.253434083542857
9 "walking" 0.278502842115385 -0.0180891971284423 -0.110820512307692 -0.238353562692308 -0.201696960826923 -0.0579636469030769
10 "downstairs" 0.290401594315789 -0.0200050770710526 -0.110848597247368 0.295733547631579 0.00407915363157895 -0.183557562032895
10 "laying" 0.280230574137931 -0.024294484137931 -0.117168642362069 -0.968283685 -0.946454302068966 -0.95947148637931
10 "sitting" 0.270612056481481 -0.015042681852037 -0.104253238796296 -0.982901825925926 -0.917979529962963 -0.967826981666667
10 "standing" 0.276650300681818 -0.0155418603409091 -0.107964083931818 -0.978403481818182 -0.919561843409091 -0.941271440454545
10 "upstairs" 0.267121853404255 -0.0143854920340426 -0.118180420834043 -0.161591924234043 -0.00555287692765957 -0.0738744931340426
10 "walking" 0.278574076603774 -0.017022351190566 -0.109057512132075 -0.178709734396226 -0.0227431651698113 -0.395645072075472
11 "downstairs" 0.291605631956522 -0.0178097721219565 -0.111070149978261 0.142456557034783 0.0708122725543478 -0.324026938043478
11 "laying" 0.280592970877193 -0.0176598052315789 -0.108786578070175 -0.98477733 -0.972196873859649 -0.971311176842105
11 "sitting" 0.276590197358491 -0.0149195616754717 -0.112840218339623 -0.982796562075472 -0.921402118113208 -0.968370181886792
11 "standing" 0.277715562765957 -0.0171990886595745 -0.108686630425532 -0.994978878723404 -0.964173331702128 -0.986382712765957
11 "upstairs" 0.263775859277778 -0.0303157822055556 -0.106797216481481 -0.238802959018519 -0.103167501868519 -0.203369399185185
11 "walking" 0.271821892881356 -0.0166475833623729 -0.106096304033898 -0.422842071864407 -0.0522120750440678 -0.530626311355932
12 "downstairs" 0.281521097391304 -0.018084266865793 -0.10955593226087 0.0424084916086956 0.11083534373913 -0.425017413478261
12 "laying" 0.260113433 -0.0175203917146667 -0.108160125666667 -0.95531868 -0.949072009333333 -0.9483338435
12 "sitting" 0.275007224901961 -0.0157892988523529 -0.106307228960784 -0.982568781960784 -0.92858124 -0.939661889019608
12 "standing" 0.277405834918033 -0.0169002543196721 -0.105526999754098 -0.981243992459016 -0.923140254098361 -0.920684800114754
12 "upstairs" 0.272970338653846 -0.0263574903403846 -0.107339730115385 -0.290149192307692 -0.103818259823077 -0.436697425576923
12 "walking" 0.2771286656 -0.015560927606 -0.10316110632 -0.128898533096 -0.122783290008 -0.4106060626
13 "downstairs" 0.294907553404255 -0.0143723839108511 -0.101993941531915 -0.0681563626617021 -0.03212524665 -0.158333146191489
13 "laying" 0.276716360483871 -0.020440454366129 -0.104331864532258 -0.968891989354839 -0.950947949516129 -0.950392995483871
13 "sitting" 0.274328499591837 -0.00587732936326531 -0.0972465110836735 -0.989546275306122 -0.938967741632653 -0.938641215510204
13 "standing" 0.277758431052632 -0.0167891993964912 -0.112124137754386 -0.991020759298246 -0.949422439473684 -0.967538031754386
13 "upstairs" 0.258203939581818 -0.0277392253910909 -0.125767265890909 -0.296284597454545 0.104470773801818 -0.217210568085455
13 "walking" 0.275883130350877 -0.0185660651947368 -0.111431456192982 -0.346980394210526 0.141866689392982 -0.220503537026316
14 "downstairs" 0.293422115555556 -0.0200141413657778 -0.0928330165533333 0.0178313402266667 0.378870491755556 0.451576075111111
14 "laying" 0.233275439803922 -0.0113424652490196 -0.0868333315509804 -0.917501887333333 -0.909697040980392 -0.900331921686275
14 "sitting" 0.279990577037037 -0.00870565463888889 -0.100401490425926 -0.976302248148148 -0.914935703907407 -0.922774835740741
14 "standing" 0.280545613833333 -0.01520781344 -0.103817701790667 -0.973268905 -0.928525725333333 -0.9222763115
14 "upstairs" 0.26242106612963 -0.0204388180024074 -0.112279688983333 -0.309396717592593 0.307195533 0.609017879074074
14 "walking" 0.271959598644068 -0.0217785380966102 -0.106756369135593 -0.402639098135593 -0.0536126686650847 0.0518841040022034
15 "downstairs" 0.280198851190476 -0.00563047804309524 -0.110526066428571 0.406471051190476 0.186532377428571 -0.281982181666667
15 "laying" 0.2894756525 -0.0166296542054167 -0.118530240291667 -0.972255551527778 -0.962759422361111 -0.929586835277778
15 "sitting" 0.27290337979661 -0.0117188472271186 -0.11366125320339 -0.987084356101695 -0.922407162881356 -0.949338025084746
15 "standing" 0.278915803962264 -0.0183516360396226 -0.105910832679245 -0.988949247358491 -0.931900148301887 -0.951670257924528
15 "upstairs" 0.270187595833333 -0.0287523860708333 -0.116952464895833 -0.0260971840270833 -0.00406536043541667 -0.379717488104167
15 "walking" 0.273899207962963 -0.0170809740090741 -0.107621819518519 -0.327961801111111 0.138912923691296 -0.518932634814815
16 "downstairs" 0.295586802191489 -0.0183898583787234 -0.119873705148936 0.207251997929787 -0.146993837655319 0.0114353944787234
16 "laying" 0.274227162571429 -0.0166103510562857 -0.107310493242857 -0.973691429428571 -0.943061150285714 -0.965490276285714
16 "sitting" 0.280768574492754 -0.0102497939956522 -0.0891404038405797 -0.986825605362319 -0.951607872463768 -0.939672247101449
16 "standing" 0.283497402948718 -0.0165999672935897 -0.103657729076923 -0.989076811794872 -0.960298267692308 -0.953468961666667
16 "upstairs" 0.255986102627451 -0.0143654945011765 -0.124074517745098 -0.397083831568627 -0.163732745078431 -0.129283825721569
16 "walking" 0.276023564509804 -0.0204286929452941 -0.108804049803922 -0.404692523921569 -0.314569762352941 -0.159799790235294
17 "downstairs" 0.29391828326087 -0.0167359404347826 -0.0892432745173913 0.187719760269565 -0.0607892037384783 -0.231064156615217
17 "laying" 0.269780085577465 -0.0168462006729577 -0.107006279704225 -0.972960567323944 -0.944792875211268 -0.953476700140845
17 "sitting" 0.2773570196875 -0.014156274084375 -0.11362408509375 -0.9944439053125 -0.96185862984375 -0.96572919578125
17 "standing" 0.277942503333333 -0.0174120064169231 -0.111432145565 -0.991163919871795 -0.968176663717949 -0.970462679230769
17 "upstairs" 0.252604768583333 -0.0228645614308333 -0.121290442104167 -0.062952754100625 -0.0131721014395833 -0.230220954239583
17 "walking" 0.272341855245902 -0.0184875403339344 -0.109792122032787 -0.31950017295082 -0.0175797885542623 -0.265824489180328
18 "downstairs" 0.288439468909091 -0.0168666920221818 -0.1033908092 -0.302634565090909 -0.254214045818182 -0.418610127454545
18 "laying" 0.274691576923077 -0.0173937684615385 -0.107698927907692 -0.984527649230769 -0.986160920923077 -0.987658662307692
18 "sitting" 0.27727001877193 -0.0128691279736842 -0.111904775824561 -0.994347988596491 -0.974928131052632 -0.977572717017544
18 "standing" 0.278458805890411 -0.0166353518150685 -0.108453355945205 -0.992019762739726 -0.95422343630137 -0.961873909178082
18 "upstairs" 0.265401201896552 -0.0222060684378914 -0.112655891327586 -0.380168286724138 -0.211155120224138 -0.31437339137931
18 "walking" 0.273887758571429 -0.0178023631866071 -0.104218315464286 -0.37600552125 -0.227005874892857 -0.428348061071429
19 "downstairs" 0.262688053871795 -0.0145942275069487 -0.133695240660974 0.626917070512821 0.514816445641026 0.049322451025641
19 "laying" 0.272653733493976 -0.0171426864421687 -0.10898146186747 -0.965019579518072 -0.973449968554217 -0.984672837228916
19 "sitting" 0.273830316164384 -0.016739260030137 -0.10870765430137 -0.976357663013699 -0.950388943972603 -0.951929615068493
19 "standing" 0.27817226 -0.0154244056945205 -0.10904190460274 -0.989910996849315 -0.944430270684931 -0.952599653972603
19 "upstairs" 0.242118808925 -0.0303986615775 -0.151054607725 -0.1287420952375 0.176349922525 -0.1904685504575
19 "walking" 0.273931172307692 -0.0191773587903846 -0.122736673192308 -0.0489049407963462 0.181801561185577 -0.13947794235
20 "downstairs" 0.296144421355556 -0.00964120773155556 -0.104602925937778 0.0745098785288889 0.616937015333333 -0.160938536488889
20 "laying" 0.239507882205882 -0.0144406281132353 -0.104274322538235 -0.962249114705882 -0.964098180294118 -0.972571998382353
20 "sitting" 0.278045439090909 -0.0147229305131818 -0.108369634515152 -0.983081858939394 -0.93612270469697 -0.929106396818182
20 "standing" 0.278076904657534 -0.0180695049161644 -0.100402759931507 -0.967209961232877 -0.87541041109589 -0.913142481643836
20 "upstairs" 0.252098317156863 -0.0282258047588235 -0.121023947784314 -0.116088676011765 0.15219632835098 -0.229249455098039
20 "walking" 0.272589336470588 -0.021199992245098 -0.113539477098039 -0.208342792019608 0.489771808627451 -0.228734217372549
21 "downstairs" 0.3014610196 -0.0173195390157778 -0.09816866218 0.224343492244444 0.301336399711111 -0.0717893558666667
21 "laying" 0.271325472455556 -0.0184233048415556 -0.103253832233333 -0.955019866222222 -0.956959422222222 -0.945653787777778
21 "sitting" 0.277539616823529 -0.0144009705494118 -0.112057887741176 -0.991777287176471 -0.966877560941176 -0.959567861764706
21 "standing" 0.27695224258427 -0.0167084730205618 -0.110417855808989 -0.981419961123596 -0.943601625393258 -0.946123407078652
21 "upstairs" 0.265194544680851 -0.0237218695148936 -0.125414265340426 -0.240808282276596 0.109787469104255 -0.219707928574468
21 "walking" 0.279183526730769 -0.0181610317526923 -0.104319332403846 -0.297814843538462 0.0540880509209615 -0.16868872575
22 "downstairs" 0.284458963861111 -0.0197999371686389 -0.1074157796 0.348618168333333 0.239812250944444 -0.325722718055556
22 "laying" 0.279959721194444 -0.0142629864502778 -0.110800924652778 -0.947735251944444 -0.913276301666667 -0.942945807916667
22 "sitting" 0.273583822709677 -0.0123468446419355 -0.105827369516129 -0.978466823709677 -0.928059133795645 -0.917564853870968
22 "standing" 0.279053861587302 -0.0158563207496825 -0.104967423820635 -0.985000527142857 -0.922693288412698 -0.942201655238095
22 "upstairs" 0.248391534566667 -0.0268622561133333 -0.117550861738095 0.0835738640921429 0.250067523738095 -0.109613216345238
22 "walking" 0.27886459 -0.0167213607957174 -0.107112510934783 -0.00865921919565217 0.100384246321739 -0.213351968804348
23 "downstairs" 0.289897411148148 -0.0162111457238889 -0.0988123712574074 0.0441392843425926 0.10825903416963 0.229898742944444
23 "laying" 0.274038007986111 -0.0216553835833333 -0.104256776291667 -0.956756363194444 -0.976309827361111 -0.973223495416667
23 "sitting" 0.273351251617647 -0.0133945015676471 -0.103808679294118 -0.987607636617647 -0.934933559264706 -0.905584390323529
23 "standing" 0.277899323235294 -0.0177475547867647 -0.1105970177575 -0.985421519558824 -0.9584444925 -0.929409745147059
23 "upstairs" 0.249995171031373 -0.0323844029237255 -0.126890616782353 -0.243887818513725 0.0448435785868627 0.10080118935098
23 "walking" 0.273211884237288 -0.0183618711932203 -0.113382994084746 -0.313521773389831 -0.119020586510678 0.164220685383051
24 "downstairs" 0.288631208909091 -0.0145730348310909 -0.104818820272727 -0.08273248054 -0.102607326783636 -0.205566380745455
24 "laying" 0.272850494930556 -0.0173555210111111 -0.107236237236111 -0.967984021111111 -0.983126461944444 -0.973566958888889
24 "sitting" 0.273475690147059 -0.0131255097938235 -0.103041061426471 -0.990593766617647 -0.956255962058824 -0.957056111470588
24 "standing" 0.280348883913043 -0.0144785340348986 -0.108222553855072 -0.98725587115942 -0.936871974347826 -0.930283530144928
24 "upstairs" 0.269881106779661 -0.0251979434569492 -0.114248610966102 -0.344399351355932 -0.116804488966102 -0.255601012881356
24 "walking" 0.276980816034483 -0.0225446400534483 -0.110595952913793 -0.47076236637931 -0.154127498163793 -0.288840016206897
25 "downstairs" 0.291329666206897 -0.0210170522987931 -0.107192376965517 -0.253756934258621 -0.14054060387069 -0.457972381896552
25 "laying" 0.250791828613699 -0.0188943663671233 -0.100428830260274 -0.909116474109589 -0.691770680561644 -0.717262004013699
25 "sitting" 0.278541482461538 -0.0147696808030769 -0.109160440476923 -0.991892828615385 -0.947457617061538 -0.965139552153846
25 "standing" 0.278013701621622 -0.0163569730274324 -0.107352957594595 -0.991970126756757 -0.954569225945946 -0.964642688108108
25 "upstairs" 0.277995411384615 -0.0269863524264615 -0.126210440292308 -0.459775646153846 -0.223086808769231 -0.296523975076923
25 "walking" 0.278992759054054 -0.0186477624716216 -0.108737636297297 -0.596007443513514 -0.161852411581081 -0.437133403243243
26 "downstairs" 0.2792845828 -0.01262580966778 -0.1064396194 0.17395384962 -0.011629910112 -0.284807676
26 "laying" 0.271645864540789 -0.0191895728026316 -0.105002540289474 -0.969445445263158 -0.983231351842105 -0.984500013157895
26 "sitting" 0.258243530166667 -0.00713364541358974 -0.0974448692333333 -0.979768987948718 -0.94079896551282 -0.950004414102564
26 "standing" 0.281127035405405 -0.0166608306652703 -0.110237796416216 -0.993069368783784 -0.949466155405405 -0.962988401351351
26 "upstairs" 0.272691394545455 -0.0281633797398182 -0.121943461236364 -0.169006952418182 -0.0491726302763636 -0.404596936545455
26 "walking" 0.279264443728814 -0.0154259586949153 -0.108927011474576 -0.340185527559322 -0.136351391645763 -0.333486502542373
27 "downstairs" 0.2975441875 -0.0135564467159091 -0.112837694688636 0.167407531090909 -0.0979710029522727 -0.240040783340909
27 "laying" 0.274102492432432 -0.0179867611216216 -0.107699732837838 -0.978455153108108 -0.983736043783784 -0.986636996081081
27 "sitting" 0.273941302571429 -0.0155269799285714 -0.105521912588571 -0.988580107714286 -0.971579125714286 -0.965858735142857
27 "standing" 0.279566921625 -0.016593236445 -0.107835818025 -0.9919515835 -0.955171419 -0.962408444875
27 "upstairs" 0.265770253921569 -0.0200953324078431 -0.123530438196078 -0.295439547254902 -0.0950104077 -0.23070787672549
27 "walking" 0.276849485438596 -0.0166478783221912 -0.112822289263158 -0.348475560526316 -0.187301214964912 -0.297318273508772
28 "downstairs" 0.293642076521739 -0.0220230465913043 -0.10858897408913 0.125712887943478 0.156496646504348 -0.341031811521739
28 "laying" 0.2759134825 -0.0167537858225 -0.1083448529625 -0.9688882955 -0.945386780375 -0.956450342875
28 "sitting" 0.276977629444444 -0.0185404441258333 -0.111517939555556 -0.983272806805556 -0.939905244861111 -0.936667245694444
28 "standing" 0.277795069113924 -0.0172635124672152 -0.106579385202532 -0.977748638607595 -0.875689216835443 -0.905123824177215
28 "upstairs" 0.262005841764706 -0.0279443943478431 -0.121514025692157 -0.242062430294118 -0.146753877035294 -0.28598691372549
28 "walking" 0.281228223888889 -0.0156759722981481 -0.103714705396296 -0.293003522222222 -0.117886186425926 -0.300928395925926
29 "downstairs" 0.293140441083333 -0.01494121505625 -0.0981339984895833 0.167383602458333 -0.12246346700625 -0.223177999879167
29 "laying" 0.287295196811594 -0.0171965484202899 -0.109462068173913 -0.984219555507246 -0.990240946666667 -0.987255149855072
29 "sitting" 0.2771799775 -0.016630680375 -0.1104118192 -0.9907450195 -0.963222497833333 -0.968063878166667
29 "standing" 0.277965065846154 -0.0172605869061538 -0.108659067476923 -0.996068635384615 -0.969295721076923 -0.980207488923077
29 "upstairs" 0.265423066877551 -0.0299465312326531 -0.118000587840816 -0.0867715569693878 -0.122128287642857 0.0995443502346939
29 "walking" 0.271999916792453 -0.0162915600588679 -0.106632427301887 -0.174337940226415 -0.0917540612869811 -0.242828038264151
30 "downstairs" 0.283190646967742 -0.0174383900204839 -0.0999781422322581 -0.0577703163548387 -0.0272628077709677 -0.217275690290323
30 "laying" 0.281033900571429 -0.0194494098614286 -0.1036581505 -0.976362515428571 -0.954201823857143 -0.967044236428571
30 "sitting" 0.268336081379032 -0.00804731295322581 -0.099515446133871 -0.983622744193548 -0.937857000806452 -0.950654041290323
30 "standing" 0.277112699152542 -0.0170163887813559 -0.108756209835593 -0.977559426949153 -0.891654527118644 -0.912850596949152
30 "upstairs" 0.271415642261538 -0.0253311698786154 -0.124697493775385 -0.350504475230769 -0.127311157607692 0.0249468034966154
30 "walking" 0.276406758 -0.0175880385730769 -0.0986247068969231 -0.346394275230769 -0.173550021692308 -0.120476783907692
